title,address,city,state,postal_code,lat,lon,price,days,facts and features,real estate provider,url
Condo for sale,10 Willison Sq #1003,Toronto,ON,M5T0A8,43.652259,-79.398365,"C$599,000",26,"1 bds, 1.0 ba ,None sqft",CENTURY 21 Atria Realty Inc Brokerage,https://www.zillow.com/homedetails/10-Willison-Sq-1003-Toronto-ON-M5T-0A8/2077337250_zpid/
Condo for sale,89 Mccaul St #416,Toronto,ON,M5T2X3,43.653093,-79.390735,"C$569,000",126,"1 bds, 1.0 ba ,None sqft",HomeLife/Golden East Realty Inc Brokerage,https://www.zillow.com/homedetails/89-Mccaul-St-416-Toronto-ON-M5T-2X3/2078357163_zpid/
Condo for sale,80 Vanauley St #121,Toronto,ON,M5T0B4,43.649676,-79.39923,"C$1,150,000",42,"2 bds, 3.0 ba ,None sqft",CENTURY 21 Atria Realty Inc Brokerage,https://www.zillow.com/homedetails/80-Vanauley-St-121-Toronto-ON-M5T-0B4/2077337217_zpid/
Condo for sale,297 College St PENTHOUSE 8,Toronto,ON,M5T0C2,43.657192,-79.40147,"C$618,000",96,"1 bds, 1.0 ba ,None sqft",HomeLife Landmark Realty Inc Brokerage,https://www.zillow.com/homedetails/297-College-St-PENTHOUSE-8-Toronto-ON-M5T-0C2/2077954533_zpid/
House for sale,67 Grange Ave,Toronto,ON,M5T1C8,43.651935,-79.396514,"C$2,380,000",73,"15 bds, 9.0 ba ,None sqft",HomeLife Landmark Realty Inc Brokerage,https://www.zillow.com/homedetails/67-Grange-Ave-Toronto-ON-M5T-1C8/2077700233_zpid/
House for sale,69 Denison Ave,Toronto,ON,M5T2M7,43.65042,-79.40134,"C$1,699,000",76,"8 bds, 3.0 ba ,None sqft",HomeLife/Cimerman Real Estate Ltd Brokerage,https://www.zillow.com/homedetails/69-Denison-Ave-Toronto-ON-M5T-2M7/2077722464_zpid/
Condo for sale,38 Cameron St UNIT 1219,Toronto,ON,M5T0C3,43.649674,-79.398171,"C$1,280,000",19,"2 bds, 2.0 ba ,None sqft",CENTURY 21 Atria Realty Inc Brokerage,https://www.zillow.com/homedetails/38-Cameron-St-UNIT-1219-Toronto-ON-M5T-0C3/2077085849_zpid/
Condo for sale,210 Simcoe St #408,Toronto,ON,M5T0A9,43.652508,-79.388584,"C$729,900",44,"2 bds, 1.0 ba ,None sqft",HomeLife Frontier Realty Inc Brokerage,https://www.zillow.com/homedetails/210-Simcoe-St-408-Toronto-ON-M5T-0A9/2077548045_zpid/
Condo for sale,18 Beverley St #416,Toronto,ON,M5T3L2,43.650159,-79.3926,"C$749,000",0,"2 bds, 2.0 ba ,None sqft",HomeLife CultureLink Realty Inc Brokerage,https://www.zillow.com/homedetails/18-Beverley-St-416-Toronto-ON-M5T-3L2/2084094837_zpid/
Condo for sale,89 Mccaul St #613,Toronto,ON,M5T2X3,43.653093,-79.390735,"C$569,000",102,"1 bds, 1.0 ba ,None sqft",HomeLife Galaxy Real Estate Ltd Brokerage,https://www.zillow.com/homedetails/89-Mccaul-St-613-Toronto-ON-M5T-2X3/2078043588_zpid/
