title,address,city,state,postal_code,lat,lon,price,days,facts and features,real estate provider,url
Townhouse for sale,143 Chaplin Cres,Toronto,ON,M5P1A4,43.697686,-79.40187,"C$2,975,000",28,"4 bds, 5.0 ba ,None sqft",Right at Home Realty Inc Brokerage,https://www.zillow.com/homedetails/143-Chaplin-Cres-Toronto-ON-M5P-1A4/2077176512_zpid/
House for sale,208 Glenayr Rd,Toronto,ON,M5P3C3,43.695055,-79.419482,"C$4,295,000",58,"4 bds, 6.0 ba ,None sqft",Slavens & Associates Real Estate Inc.,https://www.zillow.com/homedetails/208-Glenayr-Rd-Toronto-ON-M5P-3C3/2077509872_zpid/
House for sale,12 Browside Ave,Toronto,ON,M5P2V1,43.697028,-79.415657,"C$3,280,000",449,"4 bds, 3.0 ba ,None sqft",HomeLife Golconda Realty Inc Brokerage,https://www.zillow.com/homedetails/12-Browside-Ave-Toronto-ON-M5P-2V1/2082687394_zpid/
House for sale,165 Lascelles Blvd,Toronto,ON,M5P2E7,43.705263,-79.403309,"C$1,675,000",27,"4 bds, 1.0 ba ,None sqft",Weiss Realty Ltd.,https://www.zillow.com/homedetails/165-Lascelles-Blvd-Toronto-ON-M5P-2E7/2077169919_zpid/
House for sale,29 Dewbourne Ave S,Toronto,ON,M5P1Z6,43.698961,-79.424411,"C$3,450,000",5,"7 bds, 5.0 ba ,None sqft",HomeLife Maple Leaf Realty Ltd Brokerage,https://www.zillow.com/homedetails/29-Dewbourne-Ave-S-Toronto-ON-M5P-1Z6/2077052301_zpid/
Condo for sale,1486 Bathurst St #1403,Toronto,ON,M5P3G9,43.683765,-79.418951,"C$1,299,000",139,"3 bds, 3.0 ba ,None sqft",Right at Home Realty Inc Brokerage,https://www.zillow.com/homedetails/1486-Bathurst-St-1403-Toronto-ON-M5P-3G9/2078546881_zpid/
Condo for sale,60 Berwick Ave UNIT 314,Toronto,ON,M5P0A3,43.704005,-79.399849,"C$679,000",47,"1 bds, 1.0 ba ,None sqft",Upperside Real Estate Limited,https://www.zillow.com/homedetails/60-Berwick-Ave-UNIT-314-Toronto-ON-M5P-0A3/2077390834_zpid/
Condo for sale,1486 Bathurst St #1605,Toronto,ON,M5P3G9,43.683765,-79.418951,"C$850,000",59,"2 bds, 2.0 ba ,None sqft",Right at Home Realty Inc Brokerage,https://www.zillow.com/homedetails/1486-Bathurst-St-1605-Toronto-ON-M5P-3G9/2082967948_zpid/
Condo for sale,23 Glebe Rd W #1008,Toronto,ON,M5P0A1,43.700445,-79.397789,"C$1,385,000",0,"2 bds, 3.0 ba ,None sqft",Right At Home Realty Inc.,https://www.zillow.com/homedetails/23-Glebe-Rd-W-1008-Toronto-ON-M5P-0A1/2076903907_zpid/
