title,address,city,state,postal_code,lat,lon,price,days,facts and features,real estate provider,url
Townhouse for sale,8 Windermere Ave #TOWNHOUSE,Toronto,ON,M6S3J1,43.636619,-79.469917,"C$969,000",21,"3 bds, 2.0 ba ,None sqft",Berkshire Hathaway Homeservices Toronto Realty,https://www.zillow.com/homedetails/8-Windermere-Ave-TOWNHOUSE-Toronto-ON-M6S-3J1/2077102510_zpid/
House for sale,9 Runnymede Rd,Toronto,ON,M6S2Y1,43.646542,-79.474202,"C$2,488,800",63,"5 bds, 5.0 ba ,None sqft",HomeLife Marquis Real Estate Corporation Brokerage,https://www.zillow.com/homedetails/9-Runnymede-Rd-Toronto-ON-M6S-2Y1/2077562719_zpid/
House for sale,359 A Windermere Ave,Toronto,ON,M6S3L2,43.64982,-79.480005,"C$1,559,900",43,"3 bds, 3.0 ba ,None sqft",Ipro Realty Ltd.,https://www.zillow.com/homedetails/359-A-Windermere-Ave-Toronto-ON-M6S-3L2/2077342123_zpid/
House for sale,379 Ellis Park Rd,Toronto,ON,M6S2V7,43.651934,-79.470516,"C$1,680,000",127,"3 bds, 3.0 ba ,None sqft",Sutton Group-Associates Realty Inc.,https://www.zillow.com/homedetails/379-Ellis-Park-Rd-Toronto-ON-M6S-2V7/2078377218_zpid/
House for sale,66 Watson Ave,Toronto,ON,M6S4E1,43.662731,-79.491783,"C$898,000",21,"2 bds, 2.0 ba ,None sqft",Rock Star Real Estate Inc.,https://www.zillow.com/homedetails/66-Watson-Ave-Toronto-ON-M6S-4E1/2077107545_zpid/
Condo for sale,105 The Queensway Way #913,Toronto,ON,M6S5B5,43.636157,-79.470616,"C$449,000",104,"1 bds, 1.0 ba ,1410 sqft",Bay Street Group Inc.,https://www.zillow.com/homedetails/105-The-Queensway-Way-913-Toronto-ON-M6S-5B5/2078072824_zpid/
Condo for sale,105 The Queensway Ave #708,Toronto,ON,M6S5B5,43.636157,-79.470616,"C$399,000",42,"1 bds, 1.0 ba ,None sqft",CENTURY 21 Atria Realty Inc Brokerage,https://www.zillow.com/homedetails/105-The-Queensway-Ave-708-Toronto-ON-M6S-5B5/2077337007_zpid/
House for sale,338 Beresford Ave,Toronto,ON,M6S3B3,43.653779,-79.479148,"C$1,850,000",15,"4 bds, 2.0 ba ,None sqft",Right at Home Realty Inc Brokerage,https://www.zillow.com/homedetails/338-Beresford-Ave-Toronto-ON-M6S-3B3/2077049377_zpid/
Condo for sale,105 The Queensway #1805,Toronto,ON,M6S5B5,43.636157,-79.470616,"C$520,000",6,"1 bds, 2.0 ba ,None sqft",Century 21 Leading Edge Realty Inc.,https://www.zillow.com/homedetails/105-The-Queensway-1805-Toronto-ON-M6S-5B5/2076961720_zpid/
Condo for sale,105 The Queensway Ave #1514,Toronto,ON,M6S5B5,43.636157,-79.470616,"C$579,990",9,"1 bds, 1.0 ba ,None sqft",Millennial`S Choice Realty Inc.,https://www.zillow.com/homedetails/105-The-Queensway-Ave-1514-Toronto-ON-M6S-5B5/2077007207_zpid/
Condo for sale,105 The Queensway Ave #502,Toronto,ON,M6S5B5,43.636157,-79.470616,"C$789,000",150,"2 bds, 2.0 ba ,None sqft",Century 21 Red Star Realty Inc.,https://www.zillow.com/homedetails/105-The-Queensway-Ave-502-Toronto-ON-M6S-5B5/2078715167_zpid/
Condo for sale,105 The Queensway Way #1406,Toronto,ON,M6S5B5,43.636157,-79.470616,"C$479,900",13,"1 bds, 1.0 ba ,None sqft",HomeLife/Vision Realty Inc Brokerage,https://www.zillow.com/homedetails/105-The-Queensway-Way-1406-Toronto-ON-M6S-5B5/2077878397_zpid/
Condo for sale,1 Old Mill Dr UNIT 502,Toronto,ON,M6S0A1,43.648437,-79.486594,"C$619,000",7,"1 bds, 1.0 ba ,None sqft",Sutton Group Old Mill Realty Inc.,https://www.zillow.com/homedetails/1-Old-Mill-Dr-UNIT-502-Toronto-ON-M6S-0A1/2082280956_zpid/
Condo for sale,103 The Queensway Ave #1803,Toronto,ON,M6S5B3,43.636304,-79.470212,"C$569,880",116,"1 bds, 1.0 ba ,None sqft",Urbanlife Realty Inc.,https://www.zillow.com/homedetails/103-The-Queensway-Ave-1803-Toronto-ON-M6S-5B3/2078222469_zpid/
House for sale,294 S Kingsway Dr,Toronto,ON,M6S3T6,43.642647,-79.48037,"C$2,299,000",111,"6 bds, 6.0 ba ,None sqft",Right at Home Realty Inc Brokerage,https://www.zillow.com/homedetails/294-S-Kingsway-Dr-Toronto-ON-M6S-3T6/2078151399_zpid/
Condo for sale,15 Windermere Ave PENTHOUSE 8,Toronto,ON,M6S5A2,43.636943,-79.468932,"C$1,200,000",745,"4 bds, 3.0 ba ,None sqft",HomeLife Best Choice Realty Inc Brokerage,https://www.zillow.com/homedetails/15-Windermere-Ave-PENTHOUSE-8-Toronto-ON-M6S-5A2/2086916492_zpid/
Condo for sale,105 The Queensway #1308,Toronto,ON,M6S5B5,43.636157,-79.470616,"C$376,000",745,"1 bds, 1.0 ba ,None sqft",HomeLife/Vision Realty Inc Brokerage,https://www.zillow.com/homedetails/105-The-Queensway-1308-Toronto-ON-M6S-5B5/2086917688_zpid/
Condo for sale,1 Old Mill Dr #608,Toronto,ON,M6S0A1,43.648437,-79.486594,"C$699,000",174,"2 bds, 1.0 ba ,None sqft",HomeLife Landmark Realty Inc Brokerage,https://www.zillow.com/homedetails/1-Old-Mill-Dr-608-Toronto-ON-M6S-0A1/2079049016_zpid/
