title,address,city,state,postal_code,lat,lon,price,days,facts and features,real estate provider,url
House for sale,3600 A Dufferin St #1,Toronto,ON,M3K1N7,43.731038,-79.458958,"C$78,000",51,"0 bds, None ba ,None sqft",Demo Homelife,https://www.zillow.com/homedetails/3600-A-Dufferin-St-1-Toronto-ON-M3K-1N7/2077432802_zpid/
Townhouse for sale,34 Caroline Carpenter Grv,Toronto,ON,M3K0B1,43.733425,-79.477294,"C$819,000",29,"3 bds, 3.0 ba ,None sqft",Re/Max Ultimate Realty Inc.,https://www.zillow.com/homedetails/34-Caroline-Carpenter-Grv-Toronto-ON-M3K-0B1/2077194877_zpid/
House for sale,27 Westdale Dr,Toronto,ON,M3K1A4,43.729138,-79.461497,"C$989,000",1,"3 bds, 1.0 ba ,None sqft",HomeLife/ROMANO Realty Ltd,https://www.zillow.com/homedetails/27-Westdale-Dr-Toronto-ON-M3K-1A4/2076916932_zpid/
Townhouse for sale,60 Winston Park Blvd #65,Toronto,ON,M3K0A4,43.730348,-79.465253,"C$539,900",51,"1 bds, 1.0 ba ,None sqft",Century 21 People`S Choice Realty Inc.,https://www.zillow.com/homedetails/60-Winston-Park-Blvd-65-Toronto-ON-M3K-0A4/2078663887_zpid/
House for sale,274 Cornelius Pkwy,Toronto,ON,M3K1T8,43.726015,-79.476889,"C$1,850,000",25,"4 bds, 5.0 ba ,None sqft",CENTURY 21 Percy Fulton Ltd Brokerage,https://www.zillow.com/homedetails/274-Cornelius-Pkwy-Toronto-ON-M3K-1T8/2077148442_zpid/
House for sale,87 Whitley Ave,Toronto,ON,M3K1A1,43.727354,-79.46498,"C$1,199,000",57,"3 bds, 2.0 ba ,None sqft",Sutton Group-Admiral Realty Inc.,https://www.zillow.com/homedetails/87-Whitley-Ave-Toronto-ON-M3K-1A1/2077492655_zpid/
